people_id_new,link_id_new
"00213000000034137000","00215040000037228000"
"00213000000034137000","00237000000015101000"
"00213000000034137000","00234152200026493000"
"00213000000034137000","00200000000025605000"
"00213000000034137000","00251160200039354000"
"00213000000034137000","00200000000026391000"
"00213000000034137000","00233078200037039000"
"00213000000034137000","00243138200031912000"
"00213000000034137000","00271000000002149000"
"00213000000034137000","00200000000027758000"
"00213000000034137000","00200000000028512000"
"00213000000034137000","00236000000007015000"
"00213000000034137000","00200000000006478000"
"00237068400033911000","00232128300033644000"
"00237068400033911000","00213000000032532000"
"00237068400033911000","00213000000033354000"
"00237068400033911000","00213000000033735000"
"00237068400033911000","00242060000002872000"
"00237068400033911000","00213000000033752000"
"00237068400033911000","00213018100018567000"
"00237068400033911000","00213000000034137000"
"00237068400033911000","00213000000034680000"
"00237068400033911000","00213000000010135000"
"00237068400033911000","00213000000032706000"
"00237068400033911000","00253000000007022000"
"00237068400033911000","00213000000035708000"
"00237068400033911000","00232000000036979000"
"00237068400033911000","00232068400010763000"
"00237068400033911000","00200000000016139000"
"00237068400033911000","00200000000007564000"
"00237068400033911000","00200000000044393000"
"00237068400033911000","00237000000015101000"
"00237068400033911000","00211000000041483000"
"00237068400033911000","00200000000026391000"
"00237068400033911000","00200000000026448000"
"00237068400033911000","00237120000030728000"
"00237068400033911000","00200000000035011000"
"00237068400033911000","00200000000012977000"
"00200000000014356000","00200000000007564000"
"00200000000014356000","00250000000033958000"
"00200000000014356000","00200000000007455000"
"00200000000014356000","00200000000022758000"
"00200000000014356000","00200000000024235000"
"00200000000014356000","00200000000025814000"
"00200000000014356000","00200000000010215000"
"00200000000014356000","00200000000027397000"
"00200000000014356000","00200000000028428000"
"00200000000014356000","00222082100002705000"
"00200000000014356000","00237160000038551000"
"00200000000014356000","00262000000026179000"
"00200000000014356000","00200000000043700000"
"00200000000014356000","00200000000030800000"
"00200000000014356000","00233020000036564000"
"00200000000014356000","00200000000017090000"
"00213000000034680000","00213018100018567000"
"00213000000034680000","00213000000034137000"
"00213000000034680000","00237068400033911000"
"00213000000034680000","00213000000010135000"
"00213000000034680000","00253000000007022000"
"00213000000034680000","00213000000035708000"
"00213000000034680000","00232000000036979000"
"00213000000034680000","00232068400010763000"
"00213000000034680000","00200000000018876000"
"00213000000034680000","00200000000044393000"
"00213000000034680000","00237000000015101000"
"00213000000034680000","00200000000022979000"
"00213000000034680000","00200000000023987000"
"00213000000034680000","00200000000024422000"
"00213000000034680000","00221070000015276000"
"00213000000034680000","00200000000026391000"
"00213000000034680000","00200000000026907000"
"00213000000034680000","00200000000030427000"
"00213000000034680000","00213072700029687000"
"00213000000034680000","00233020000030741000"
"00213000000034680000","00200000000013545000"
"00213000000010135000","00213018100018567000"
"00213000000010135000","00213000000034137000"
"00213000000010135000","00237068400033911000"
"00213000000010135000","00213000000034680000"
"00213000000010135000","00253000000007022000"
"00213000000010135000","00213000000035708000"
"00213000000010135000","00232000000036979000"
"00213000000010135000","00232068400010763000"
"00213000000010135000","00200000000044393000"
"00213000000010135000","00200000000007001000"
"00213000000010135000","00237000000015101000"
"00213000000010135000","00200000000023987000"
"00213000000010135000","00200000000024827000"
"00213000000010135000","00200000000026218000"
"00213000000010135000","00200000000026391000"
"00213000000010135000","00200000000006406000"
"00213000000010135000","00236000000038718000"
"00213000000010135000","00200000000029858000"
"00213000000010135000","00200000000030647000"
"00213000000032706000","00232128300033644000"
"00213000000032706000","00213000000032532000"
"00213000000032706000","00213000000033354000"
"00213000000032706000","00213000000033735000"
"00213000000032706000","00242060000002872000"
"00213000000032706000","00213000000033752000"
"00213000000032706000","00237068400033911000"
"00213000000032706000","00232068400010763000"
"00213000000032706000","00200000000014515000"
"00213000000032706000","00200000000018876000"
"00213000000032706000","00200000000037373000"
"00213000000032706000","00237060000014536000"
"00213000000032706000","00200000000007455000"
"00213000000032706000","00200000000035219000"
"00213000000032706000","00200000000008239000"
"00213000000032706000","00200000000024675000"
"00213000000032706000","00200000000025752000"
"00213000000032706000","00200000000010215000"
"00213000000032706000","00200000000028036000"
"00213000000032706000","00200000000029574000"
"00213000000032706000","00200000000029866000"
"00213000000032706000","00200000000012005000"
"00213000000032706000","00200000000012833000"
"00253000000007022000","00213018100018567000"
"00253000000007022000","00213000000034137000"
"00253000000007022000","00237068400033911000"
"00253000000007022000","00213000000034680000"
"00253000000007022000","00213000000010135000"
"00253000000007022000","00213000000035708000"
"00253000000007022000","00232000000036979000"
"00253000000007022000","00232068400010763000"
"00253000000007022000","00200000000014548000"
"00253000000007022000","00200000000018879000"
"00253000000007022000","00200000000034107000"
"00253000000007022000","00200000000044393000"
"00253000000007022000","00200000000020376000"
"00253000000007022000","00245000000013959000"
"00253000000007022000","00200000000001113000"
"00253000000007022000","00200000000022370000"
"00253000000007022000","00237000000015101000"
"00253000000007022000","00236000000009860000"
"00253000000007022000","00200000000024230000"
"00253000000007022000","00200000000026272000"
"00253000000007022000","00200000000026391000"
"00253000000007022000","00244162200036815000"
"00253000000007022000","00211000000034056000"
"00253000000007022000","00215052500037209000"
"00253000000007022000","00200000000027626000"
"00253000000007022000","00200000000038554000"
"00253000000007022000","00252032500026286000"
"00253000000007022000","00200000000006409000"
"00253000000007022000","00200000000006478000"
"00253000000007022000","00200000000012898000"
"00253000000007022000","00211000000045102000"
"00213000000035708000","00232128300033644000"
"00213000000035708000","00213018100018567000"
"00213000000035708000","00213000000034137000"
"00213000000035708000","00237068400033911000"
"00213000000035708000","00213000000034680000"
"00213000000035708000","00213000000010135000"
"00213000000035708000","00253000000007022000"
"00213000000035708000","00232000000036979000"
"00213000000035708000","00232068400010763000"
"00213000000035708000","00200000000017963000"
"00213000000035708000","00200000000044393000"
"00213000000035708000","00200000000001032000"
"00213000000035708000","00237060000014536000"
"00213000000035708000","00237000000015101000"
"00213000000035708000","00200000000008122000"
"00213000000035708000","00200000000008194000"
"00213000000035708000","00200000000025170000"
"00213000000035708000","00200000000025814000"
"00213000000035708000","00200000000026391000"
"00213000000035708000","00200000000027036000"
"00213000000035708000","00233010000045133000"
"00213000000035708000","00200000000027373000"
"00213000000035708000","00200000000027483000"
"00213000000035708000","00200000000028196000"
"00213000000035708000","00200000000030307000"
"00213000000035708000","00200000000030427000"
"00213000000035708000","00200000000011096000"
"00213000000035708000","00200000000012304000"
"00213000000035708000","00243012100012525000"
"00232000000036979000","00236000000031105000"
"00232000000036979000","00213018100018567000"
"00232000000036979000","00213000000034137000"
"00232000000036979000","00237068400033911000"
"00232000000036979000","00213000000034680000"
"00232000000036979000","00213000000010135000"
"00232000000036979000","00253000000007022000"
"00232000000036979000","00213000000035708000"
"00232000000036979000","00232068400010763000"
"00232000000036979000","00245000000020287000"
"00232000000036979000","00200000000044393000"
"00232000000036979000","00200000000021110000"
"00232000000036979000","00223080000033493000"
"00232000000036979000","00200000000021595000"
"00232000000036979000","00223010000021144000"
"00232000000036979000","00200000000001032000"
"00232000000036979000","00200000000021818000"
"00232000000036979000","00237000000015101000"
"00232000000036979000","00200000000022758000"
"00232000000036979000","00250000000022913000"
"00232000000036979000","00200000000026391000"
"00232000000036979000","00237000000007677000"
"00232000000036979000","00200000000028962000"
"00232000000036979000","00235000000006878000"
"00232000000036979000","00200000000030427000"
"00232000000036979000","00236000000009930000"
"00232000000036979000","00200000000006478000"
"00232000000036979000","00200000000012023000"
"00232000000036979000","00261000000045188000"
"00232000000036979000","00200000000013364000"
"00232068400010763000","00232128300033644000"
"00232068400010763000","00213000000032532000"
"00232068400010763000","00213000000033354000"
"00232068400010763000","00213000000033735000"
"00232068400010763000","00242060000002872000"
"00232068400010763000","00213000000033752000"
"00232068400010763000","00213018100018567000"
"00232068400010763000","00213000000034137000"
"00232068400010763000","00237068400033911000"
"00232068400010763000","00213000000034680000"
"00232068400010763000","00213000000010135000"
"00232068400010763000","00213000000032706000"
"00232068400010763000","00253000000007022000"
"00232068400010763000","00213000000035708000"
"00232068400010763000","00232000000036979000"
"00232068400010763000","00200000000018867000"
"00232068400010763000","00211000000016917000"
"00232068400010763000","00235000000040652000"
"00232068400010763000","00200000000044393000"
"00232068400010763000","00200000000021200000"
"00232068400010763000","00237000000015101000"
"00232068400010763000","00200000000022843000"
"00232068400010763000","00236000000009860000"
"00232068400010763000","00200000000023362000"
"00232068400010763000","00200000000026218000"
"00232068400010763000","00200000000026391000"
"00232068400010763000","00200000000010215000"
"00232068400010763000","00200000000010341000"
"00232068400010763000","00200000000028481000"
"00232068400010763000","00200000000030111000"
"00232068400010763000","00200000000030204000"
"00232068400010763000","00200000000030427000"
"00232068400010763000","00243012100012525000"
"00200000000014515000","00213000000032706000"
"00200000000014515000","00200000000015136000"
"00200000000014515000","00200000000017295000"
"00200000000014515000","00215010000037175000"
"00200000000014515000","00250000000023865000"
"00200000000014515000","00237078500024688000"
"00200000000014515000","00200000000008194000"
"00200000000014515000","00200000000024972000"
"00200000000014515000","00233000000033105000"
"00200000000014515000","00271000000002149000"
"00200000000014515000","00200000000028481000"
"00200000000014515000","00221000000019538000"
"00200000000014515000","00200000000030117000"
"00200000000014515000","00200000000030204000"
"00200000000014515000","00200000000030773000"
"00200000000014515000","00244158100033898000"
"00200000000014515000","00223000000001227000"
"00200000000014515000","00241000000033446000"
"00200000000014515000","00211000000045102000"
"00200000000014515000","00200000000013070000"
"00200000000038212000","00200000000023765000"
"00200000000038212000","00200000000027691000"
"00200000000038212000","00231000000023248000"
"00200000000038212000","00245010000006171000"
"00200000000038212000","00233020000021096000"
"00200000000038212000","00234130200040492000"
"00200000000038212000","00200000000026448000"
"00200000000038212000","00200000000028376000"
"00200000000038212000","00262000000039612000"
"00200000000038212000","00236030000034957000"
"00200000000038212000","00200000000012973000"
"00232090000012851000","00251010000007098000"
"00232090000012851000","00200000000007564000"
"00232090000012851000","00236098100036008000"
"00232090000012851000","00232000000035467000"
"00232090000012851000","00233020000021096000"
"00232090000012851000","00200000000022843000"
"00232090000012851000","00236048100009624000"
"00232090000012851000","00200000000023863000"
"00232090000012851000","00200000000008239000"
"00232090000012851000","00200000000027697000"
"00232090000012851000","00200000000009163000"
"00232090000012851000","00251160200039354000"
"00232090000012851000","00233000000033105000"
"00232090000012851000","00200000000020426000"
"00232090000012851000","00200000000027700000"
"00232090000012851000","00200000000038554000"
"00232090000012851000","00200000000028539000"
"00232090000012851000","00222082100002705000"
"00232090000012851000","00200000000030204000"
"00232090000012851000","00200000000030309000"
"00232090000012851000","00200000000030391000"
"00232090000012851000","00200000000030618000"
"00232090000012851000","00241018100020192000"
"00232090000012851000","00232098100032926000"
"00232090000012851000","00200000000030853000"
"00232090000012851000","00200000000031229000"
"00232090000012851000","00200000000031238000"
"00232090000012851000","00200000000038178000"
"00232090000012851000","00200000000026670000"
"00232090000012851000","00223000000016708000"
"00200000000014781000","00200000000027623000"
"00200000000014781000","00200000000020219000"
"00200000000014781000","00200000000015858000"
"00200000000014781000","00200000000021701000"
"00200000000014781000","00251000000006437000"
"00200000000014781000","00200000000024827000"
"00200000000014781000","00200000000024972000"
"00200000000014781000","00200000000025595000"
"00200000000014781000","00234130200040492000"
"00200000000014781000","00237120000030728000"
"00200000000014781000","00200000000028406000"
"00200000000014781000","00200000000028428000"
"00200000000014781000","00200000000029866000"
"00200000000014781000","00221000000019538000"
"00200000000014781000","00200000000030307000"
"00200000000014781000","00262050000026020000"
"00200000000014781000","00200000000030715000"
"00200000000014781000","00241000000033446000"
"00200000000014781000","00200000000012898000"
"00231000000040565000","00200000000018476000"
"00231000000040565000","00245000000020287000"
"00231000000040565000","00200000000018879000"
"00231000000040565000","00251000000006437000"
"00231000000040565000","00223010000039540000"
"00231000000040565000","00200000000024422000"
"00231000000040565000","00236000000008459000"
"00231000000040565000","00200000000030309000"
"00231000000040565000","00244158100033898000"
"00231000000040565000","00200000000013070000"
"00250011700005626000","00244538100017390000"
"00250011700005626000","00200000000036459000"
"00250011700005626000","00237000000015101000"
"00250011700005626000","00200000000008239000"
"00250011700005626000","00200000000024972000"
"00250011700005626000","00251160200039354000"
"00250011700005626000","00241150300026692000"
"00250011700005626000","00200000000026870000"
"00250011700005626000","00200000000010271000"
"00250011700005626000","00200000000030391000"
"00250011700005626000","00200000000030773000"
"00250011700005626000","00200000000012833000"
"00250011700005626000","00221010000005938000"
"00250011700005626000","00200000000012977000"
"00250011700005626000","00221068100006887000"
"00250011700005626000","00233020000030741000"
"00200000000006561000","00213000000033354000"
"00200000000006561000","00200000000017295000"
"00200000000006561000","00200000000020442000"
"00200000000006561000","00200000000022110000"
"00200000000006561000","00200000000023770000"
"00200000000006561000","00200000000025752000"
"00200000000006561000","00200000000006406000"
"00200000000006561000","00200000000029896000"
"00200000000006561000","00200000000030618000"
"00200000000006561000","00262000000002322000"
"00200000000006561000","00200000000043700000"
"00200000000006561000","00200000000030800000"
"00200000000006561000","00234000000005008000"
"00200000000006561000","00242000000035921000"
"00200000000006561000","00200000000017090000"
"00200000000015136000","00200000000014515000"
"00200000000015136000","00200000000017277000"
"00200000000015136000","00211000000016917000"
"00200000000015136000","00200000000019317000"
"00200000000015136000","00200000000020474000"
"00200000000015136000","00200000000021200000"
"00200000000015136000","00236000000009860000"
"00200000000015136000","00200000000022979000"
"00200000000015136000","00200000000026870000"
"00200000000015136000","00200000000028406000"
"00200000000015136000","00200000000028539000"
"00200000000015136000","00236000000038718000"
"00200000000015136000","00222082100002705000"
"00200000000015136000","00200000000030117000"
"00200000000015136000","00200000000030424000"
"00200000000015136000","00200000000030427000"
"00200000000015136000","00241018100020192000"
"00200000000015136000","00244158100033898000"
"00200000000015136000","00200000000027442000"
"00200000000015136000","00200000000012023000"
"00200000000015136000","00221010000005938000"
"00200000000015136000","00200000000012898000"
"00200000000015136000","00200000000026670000"
"00200000000015136000","00235000000024804000"
"00200000000015136000","00237108100040192000"
"00200000000015136000","00243012100012525000"
"00200000000015136000","00200000000013364000"
"00200000000015136000","00233020000030741000"
"00200000000015260000","00200000000006776000"
"00200000000015260000","00200000000020376000"
"00200000000015260000","00245010000006171000"
"00200000000015260000","00200000000023362000"
"00200000000015260000","00253000000013512000"
"00200000000015260000","00200000000016796000"
"00200000000015260000","00200000000026791000"
"00200000000015260000","00234182200009204000"
"00200000000015260000","00200000000028376000"
"00200000000015260000","00200000000030427000"
"00200000000015260000","00200000000038178000"
"00200000000015260000","00213098200017670000"
"00200000000015260000","00200000000006425000"
"00200000000015260000","00200000000012023000"
"00200000000015260000","00234000000026455000"
"00200000000015260000","00234000000028009000"
"00200000000015436000","00200000000016139000"
"00200000000015436000","00232060000033212000"
"00200000000015436000","00244538100017390000"
"00200000000015436000","00200000000019142000"
"00200000000015436000","00200000000019384000"
"00200000000015436000","00200000000024247000"
"00200000000015436000","00200000000024571000"
"00200000000015436000","00200000000025595000"
"00200000000015436000","00200000000026272000"
"00200000000015436000","00200000000026391000"
"00200000000015436000","00200000000026698000"
"00200000000015436000","00236000000038718000"
"00200000000015436000","00200000000030618000"
"00200000000015436000","00200000000010617000"
"00200000000015436000","00252032500026286000"
"00200000000015436000","00200000000033997000"
"00200000000015436000","00241130000034252000"
"00200000000015436000","00200000000012884000"
"00200000000015436000","00234000000005008000"
"00200000000015436000","00200000000043887000"
"00200000000015436000","00200000000013545000"
"00200000000014548000","00253000000007022000"
"00200000000014548000","00200000000022311000"
"00200000000014548000","00232010000009370000"
"00200000000014548000","00233078200037039000"
"00200000000014548000","00200000000027626000"
"00200000000014548000","00200000000027837000"
"00200000000014548000","00200000000028406000"
"00200000000014548000","00200000000029858000"
"00200000000014548000","00200000000030647000"
"00200000000014548000","00232098100032926000"
"00200000000014548000","00234000000028009000"
"00200000000014548000","00200000000013364000"
"00200000000034955000","00232060000033212000"
"00200000000034955000","00211000000016917000"
"00200000000034955000","00200000000021110000"
"00200000000034955000","00235000000005834000"
"00200000000034955000","00200000000021200000"
"00200000000034955000","00200000000012371000"
"00200000000034955000","00236000000009860000"
"00200000000034955000","00211000000041483000"
"00200000000034955000","00200000000028376000"
"00200000000034955000","00200000000029638000"
"00200000000034955000","00200000000030424000"
"00200000000034955000","00200000000030671000"
"00200000000034955000","00213098200017670000"
"00200000000034955000","00200000000012898000"
"00200000000034955000","00200000000013545000"
"00200000000040334000","00200000000016964000"
"00200000000040334000","00200000000019166000"
"00200000000040334000","00200000000019317000"
"00200000000040334000","00200000000020988000"
"00200000000040334000","00200000000001113000"
"00200000000040334000","00200000000022370000"
"00200000000040334000","00242108300019958000"
"00200000000040334000","00200000000008122000"
"00200000000040334000","00211000000034056000"
"00200000000040334000","00200000000027758000"
"00200000000040334000","00237010000043153000"
"00200000000040334000","00241018100020192000"
"00200000000040334000","00232098100032926000"
"00200000000040334000","00200000000043700000"
"00200000000040334000","00236000000009930000"
"00200000000040334000","00237068700036347000"
"00200000000040334000","00221068100006887000"
"00221000000011927000","00200000000020442000"
"00221000000011927000","00223080000033493000"
"00221000000011927000","00200000000036459000"
"00221000000011927000","00200000000022118000"
"00221000000011927000","00232010000009370000"
"00221000000011927000","00250011100005156000"
"00221000000011927000","00213000000030591000"
"00221000000011927000","00200000000008122000"
"00221000000011927000","00200000000028036000"
"00221000000011927000","00200000000038554000"
"00221000000011927000","00200000000028196000"
"00221000000011927000","00221070000016338000"
"00221000000011927000","00200000000030391000"
"00221000000011927000","00200000000030618000"
"00221000000011927000","00262000000002322000"
"00221000000011927000","00232128300005886000"
"00221000000011927000","00200000000006425000"
"00221000000011927000","00200000000011225000"
"00221000000011927000","00214000000038949000"
"00221000000011927000","00232050000045218000"
"00221000000011927000","00200000000012833000"
"00221000000011927000","00234000000024555000"
"00221000000011927000","00200000000013545000"
"00200000000015575000","00200000000006776000"
"00200000000015575000","00200000000019142000"
"00200000000015575000","00200000000034119000"
"00200000000015575000","00200000000001032000"
"00200000000015575000","00200000000021818000"
"00200000000015575000","00251000000041348000"
"00200000000015575000","00233078200006668000"
"00200000000015575000","00200000000026907000"
"00200000000015575000","00200000000010271000"
"00200000000015575000","00200000000028036000"
"00200000000015575000","00236068100038555000"
"00200000000015575000","00262000000004787000"
"00200000000015575000","00262000000039612000"
"00200000000015575000","00232128300005886000"
"00200000000015575000","00234000000024555000"
"00200000000015575000","00200000000012977000"
"00200000000015575000","00233020000030741000"
"00200000000016070000","00242060000002872000"
"00200000000016070000","00244088100013876000"
"00200000000016070000","00200000000021595000"
"00200000000016070000","00250000000022913000"
"00200000000016070000","00251000000006437000"
"00200000000016070000","00200000000023362000"
"00200000000016070000","00200000000024422000"
