location_name,location_id,previous_location_id
绥滨县,00123042200000000000,00123040000000000000
双鸭山市,00123050000000000000,00123000000000000000
市辖区,00123050100000000000,00123050000000000000
尖山区,00123050200000000000,00123050000000000000
岭东区,00123050300000000000,00123050000000000000
四方台区,00123050500000000000,00123050000000000000
宝山区,00123050600000000000,00123050000000000000
集贤县,00123052100000000000,00123050000000000000
友谊县,00123052200000000000,00123050000000000000
宝清县,00123052300000000000,00123050000000000000
饶河县,00123052400000000000,00123050000000000000
大庆市,00123060000000000000,00123000000000000000
市辖区,00123060100000000000,00123060000000000000
萨尔图区,00123060200000000000,00123060000000000000
龙凤区,00123060300000000000,00123060000000000000
让胡路区,00123060400000000000,00123060000000000000
红岗区,00123060500000000000,00123060000000000000
大同区,00123060600000000000,00123060000000000000
肇州县,00123062100000000000,00123060000000000000
肇源县,00123062200000000000,00123060000000000000
林甸县,00123062300000000000,00123060000000000000
杜尔伯特蒙古族自治县,00123062400000000000,00123060000000000000
伊春市,00123070000000000000,00123000000000000000
市辖区,00123070100000000000,00123070000000000000
伊春区,00123070200000000000,00123070000000000000
南岔区,00123070300000000000,00123070000000000000
友好区,00123070400000000000,00123070000000000000
西林区,00123070500000000000,00123070000000000000
翠峦区,00123070600000000000,00123070000000000000
新青区,00123070700000000000,00123070000000000000
美溪区,00123070800000000000,00123070000000000000
金山屯区,00123070900000000000,00123070000000000000
五营区,00123071000000000000,00123070000000000000
乌马河区,00123071100000000000,00123070000000000000
汤旺河区,00123071200000000000,00123070000000000000
带岭区,00123071300000000000,00123070000000000000
乌伊岭区,00123071400000000000,00123070000000000000
红星区,00123071500000000000,00123070000000000000
上甘岭区,00123071600000000000,00123070000000000000
嘉荫县,00123072200000000000,00123070000000000000
铁力市,00123078100000000000,00123000000000000000
佳木斯市,00123080000000000000,00123000000000000000
市辖区,00123080100000000000,00123080000000000000
向阳区,00123080300000000000,00123080000000000000
前进区,00123080400000000000,00123080000000000000
东风区,00123080500000000000,00123080000000000000
郊区,00123081100000000000,00123080000000000000
桦南县,00123082200000000000,00123080000000000000
桦川县,00123082600000000000,00123080000000000000
汤原县,00123082800000000000,00123080000000000000
抚远县,00123083300000000000,00123080000000000000
同江市,00123088100000000000,00123000000000000000
富锦市,00123088200000000000,00123000000000000000
七台河市,00123090000000000000,00123000000000000000
市辖区,00123090100000000000,00123090000000000000
新兴区,00123090200000000000,00123090000000000000
桃山区,00123090300000000000,00123090000000000000
茄子河区,00123090400000000000,00123090000000000000
勃利县,00123092100000000000,00123090000000000000
牡丹江市,00123100000000000000,00123000000000000000
市辖区,00123100100000000000,00123100000000000000
东安区,00123100200000000000,00123100000000000000
阳明区,00123100300000000000,00123100000000000000
爱民区,00123100400000000000,00123100000000000000
西安区,00123100500000000000,00123100000000000000
东宁县,00123102400000000000,00123100000000000000
林口县,00123102500000000000,00123100000000000000
绥芬河市,00123108100000000000,00123000000000000000
海林市,00123108300000000000,00123000000000000000
宁安市,00123108400000000000,00123000000000000000
穆棱市,00123108500000000000,00123000000000000000
黑河市,00123110000000000000,00123000000000000000
市辖区,00123110100000000000,00123110000000000000
爱辉区,00123110200000000000,00123110000000000000
嫩江县,00123112100000000000,00123110000000000000
逊克县,00123112300000000000,00123110000000000000
孙吴县,00123112400000000000,00123110000000000000
北安市,00123118100000000000,00123000000000000000
五大连池市,00123118200000000000,00123000000000000000
绥化市,00123120000000000000,00123000000000000000
市辖区,00123120100000000000,00123120000000000000
北林区,00123120200000000000,00123120000000000000
望奎县,00123122100000000000,00123120000000000000
兰西县,00123122200000000000,00123120000000000000
青冈县,00123122300000000000,00123120000000000000
庆安县,00123122400000000000,00123120000000000000
明水县,00123122500000000000,00123120000000000000
绥棱县,00123122600000000000,00123120000000000000
安达市,00123128100000000000,00123000000000000000
肇东市,00123128200000000000,00123000000000000000
海伦市,00123128300000000000,00123000000000000000
大兴安岭地区,00123270000000000000,00123128300000000000
呼玛县,00123272100000000000,00123128300000000000
塔河县,00123272200000000000,00123128300000000000
漠河县,00123272300000000000,00123128300000000000
上海市,00131000000000000000,00111111100000000000
市辖区,00131010000000000000,00123128300000000000
黄浦区,00131010100000000000,00123128300000000000
徐汇区,00131010400000000000,00123128300000000000
长宁区,00131010500000000000,00123128300000000000
静安区,00131010600000000000,00123128300000000000
普陀区,00131010700000000000,00123128300000000000
闸北区,00131010800000000000,00123128300000000000
虹口区,00131010900000000000,00123128300000000000
杨浦区,00131011000000000000,00123128300000000000
闵行区,00131011200000000000,00123128300000000000
宝山区,00131011300000000000,00123128300000000000
嘉定区,00131011400000000000,00123128300000000000
浦东新区,00131011500000000000,00123128300000000000
金山区,00131011600000000000,00123128300000000000
松江区,00131011700000000000,00123128300000000000
青浦区,00131011800000000000,00123128300000000000
奉贤区,00131012000000000000,00123128300000000000
县,00131020000000000000,00123128300000000000
崇明县,00131023000000000000,00123128300000000000
江苏省,00132000000000000000,00111111100000000000
南京市,00132010000000000000,00132000000000000000
市辖区,00132010100000000000,00132010000000000000
玄武区,00132010200000000000,00132010000000000000
白下区,00132010300000000000,00132010000000000000
秦淮区,00132010400000000000,00132010000000000000
建邺区,00132010500000000000,00132010000000000000
鼓楼区,00132010600000000000,00132010000000000000
下关区,00132010700000000000,00132010000000000000
浦口区,00132011100000000000,00132010000000000000
栖霞区,00132011300000000000,00132010000000000000
雨花台区,00132011400000000000,00132010000000000000
江宁区,00132011500000000000,00132010000000000000
六合区,00132011600000000000,00132010000000000000
溧水县,00132012400000000000,00132010000000000000
高淳县,00132012500000000000,00132010000000000000
无锡市,00132020000000000000,00132000000000000000
市辖区,00132020100000000000,00132020000000000000
崇安区,00132020200000000000,00132020000000000000
南长区,00132020300000000000,00132020000000000000
北塘区,00132020400000000000,00132020000000000000
锡山区,00132020500000000000,00132020000000000000
惠山区,00132020600000000000,00132020000000000000
滨湖区,00132021100000000000,00132020000000000000
江阴市,00132028100000000000,00132000000000000000
宜兴市,00132028200000000000,00132000000000000000
徐州市,00132030000000000000,00132000000000000000
市辖区,00132030100000000000,00132030000000000000
鼓楼区,00132030200000000000,00132030000000000000
云龙区,00132030300000000000,00132030000000000000
贾汪区,00132030500000000000,00132030000000000000
泉山区,00132031100000000000,00132030000000000000
铜山区,00132031200000000000,00132030000000000000
丰县,00132032100000000000,00132030000000000000
沛县,00132032200000000000,00132030000000000000
睢宁县,00132032400000000000,00132030000000000000
新沂市,00132038100000000000,00132000000000000000
邳州市,00132038200000000000,00132000000000000000
常州市,00132040000000000000,00132000000000000000
市辖区,00132040100000000000,00132040000000000000
天宁区,00132040200000000000,00132040000000000000
钟楼区,00132040400000000000,00132040000000000000
戚墅堰区,00132040500000000000,00132040000000000000
新北区,00132041100000000000,00132040000000000000
武进区,00132041200000000000,00132040000000000000
溧阳市,00132048100000000000,00132000000000000000
金坛市,00132048200000000000,00132000000000000000
苏州市,00132050000000000000,00132000000000000000
市辖区,00132050100000000000,00132050000000000000
虎丘区,00132050500000000000,00132050000000000000
吴中区,00132050600000000000,00132050000000000000
相城区,00132050700000000000,00132050000000000000
姑苏区,00132050800000000000,00132050000000000000
吴江区,00132050900000000000,00132050000000000000
常熟市,00132058100000000000,00132000000000000000
张家港市,00132058200000000000,00132000000000000000
昆山市,00132058300000000000,00132000000000000000
太仓市,00132058500000000000,00132000000000000000
南通市,00132060000000000000,00132000000000000000
市辖区,00132060100000000000,00132060000000000000
崇川区,00132060200000000000,00132060000000000000
港闸区,00132061100000000000,00132060000000000000
通州区,00132061200000000000,00132060000000000000
海安县,00132062100000000000,00132060000000000000
如东县,00132062300000000000,00132060000000000000
启东市,00132068100000000000,00132000000000000000
如皋市,00132068200000000000,00132000000000000000
海门市,00132068400000000000,00132000000000000000
连云港市,00132070000000000000,00132000000000000000
市辖区,00132070100000000000,00132070000000000000
连云区,00132070300000000000,00132070000000000000
新浦区,00132070500000000000,00132070000000000000
海州区,00132070600000000000,00132070000000000000
赣榆县,00132072100000000000,00132070000000000000
东海县,00132072200000000000,00132070000000000000
灌云县,00132072300000000000,00132070000000000000
灌南县,00132072400000000000,00132070000000000000
淮安市,00132080000000000000,00132000000000000000
市辖区,00132080100000000000,00132080000000000000
清河区,00132080200000000000,00132080000000000000
淮安区,00132080300000000000,00132080000000000000
淮阴区,00132080400000000000,00132080000000000000
清浦区,00132081100000000000,00132080000000000000
涟水县,00132082600000000000,00132080000000000000
洪泽县,00132082900000000000,00132080000000000000
盱眙县,00132083000000000000,00132080000000000000
金湖县,00132083100000000000,00132080000000000000
盐城市,00132090000000000000,00132000000000000000
市辖区,00132090100000000000,00132090000000000000
亭湖区,00132090200000000000,00132090000000000000
盐都区,00132090300000000000,00132090000000000000
响水县,00132092100000000000,00132090000000000000
滨海县,00132092200000000000,00132090000000000000
阜宁县,00132092300000000000,00132090000000000000
射阳县,00132092400000000000,00132090000000000000
建湖县,00132092500000000000,00132090000000000000
东台市,00132098100000000000,00132000000000000000
大丰市,00132098200000000000,00132000000000000000
扬州市,00132100000000000000,00132000000000000000
市辖区,00132100100000000000,00132100000000000000
广陵区,00132100200000000000,00132100000000000000
邗江区,00132100300000000000,00132100000000000000
江都区,00132101200000000000,00132100000000000000
宝应县,00132102300000000000,00132100000000000000
仪征市,00132108100000000000,00132000000000000000
高邮市,00132108400000000000,00132000000000000000
镇江市,00132110000000000000,00132000000000000000
市辖区,00132110100000000000,00132110000000000000
京口区,00132110200000000000,00132110000000000000
润州区,00132111100000000000,00132110000000000000
丹徒区,00132111200000000000,00132110000000000000
丹阳市,00132118100000000000,00132000000000000000
扬中市,00132118200000000000,00132000000000000000
句容市,00132118300000000000,00132000000000000000
泰州市,00132120000000000000,00132000000000000000
市辖区,00132120100000000000,00132120000000000000
海陵区,00132120200000000000,00132120000000000000
高港区,00132120300000000000,00132120000000000000
兴化市,00132128100000000000,00132000000000000000
靖江市,00132128200000000000,00132000000000000000
泰兴市,00132128300000000000,00132000000000000000
姜堰市,00132128400000000000,00132000000000000000
宿迁市,00132130000000000000,00132000000000000000
市辖区,00132130100000000000,00132130000000000000
宿城区,00132130200000000000,00132130000000000000
宿豫区,00132131100000000000,00132130000000000000
沭阳县,00132132200000000000,00132130000000000000
泗阳县,00132132300000000000,00132130000000000000
泗洪县,00132132400000000000,00132130000000000000
浙江省,00133000000000000000,00111111100000000000
杭州市,00133010000000000000,00133000000000000000
市辖区,00133010100000000000,00133010000000000000
上城区,00133010200000000000,00133010000000000000
下城区,00133010300000000000,00133010000000000000
江干区,00133010400000000000,00133010000000000000
拱墅区,00133010500000000000,00133010000000000000
西湖区,00133010600000000000,00133010000000000000
滨江区,00133010800000000000,00133010000000000000
萧山区,00133010900000000000,00133010000000000000
余杭区,00133011000000000000,00133010000000000000
桐庐县,00133012200000000000,00133010000000000000
淳安县,00133012700000000000,00133010000000000000
建德市,00133018200000000000,00133000000000000000
富阳市,00133018300000000000,00133000000000000000
临安市,00133018500000000000,00133000000000000000
宁波市,00133020000000000000,00133000000000000000
市辖区,00133020100000000000,00133020000000000000
海曙区,00133020300000000000,00133020000000000000
江东区,00133020400000000000,00133020000000000000
江北区,00133020500000000000,00133020000000000000
北仑区,00133020600000000000,00133020000000000000
镇海区,00133021100000000000,00133020000000000000
鄞州区,00133021200000000000,00133020000000000000
象山县,00133022500000000000,00133020000000000000
宁海县,00133022600000000000,00133020000000000000
余姚市,00133028100000000000,00133000000000000000
慈溪市,00133028200000000000,00133000000000000000
奉化市,00133028300000000000,00133000000000000000
温州市,00133030000000000000,00133000000000000000
市辖区,00133030100000000000,00133030000000000000
鹿城区,00133030200000000000,00133030000000000000
龙湾区,00133030300000000000,00133030000000000000
瓯海区,00133030400000000000,00133030000000000000
洞头县,00133032200000000000,00133030000000000000
永嘉县,00133032400000000000,00133030000000000000
平阳县,00133032600000000000,00133030000000000000
苍南县,00133032700000000000,00133030000000000000
文成县,00133032800000000000,00133030000000000000
泰顺县,00133032900000000000,00133030000000000000
瑞安市,00133038100000000000,00133000000000000000
乐清市,00133038200000000000,00133000000000000000
嘉兴市,00133040000000000000,00133000000000000000
市辖区,00133040100000000000,00133040000000000000
南湖区,00133040200000000000,00133040000000000000
秀洲区,00133041100000000000,00133040000000000000
嘉善县,00133042100000000000,00133040000000000000
海盐县,00133042400000000000,00133040000000000000
海宁市,00133048100000000000,00133000000000000000
平湖市,00133048200000000000,00133000000000000000
桐乡市,00133048300000000000,00133000000000000000
湖州市,00133050000000000000,00133000000000000000
市辖区,00133050100000000000,00133050000000000000
吴兴区,00133050200000000000,00133050000000000000
南浔区,00133050300000000000,00133050000000000000
德清县,00133052100000000000,00133050000000000000
长兴县,00133052200000000000,00133050000000000000
安吉县,00133052300000000000,00133050000000000000
绍兴市,00133060000000000000,00133000000000000000
市辖区,00133060100000000000,00133060000000000000
越城区,00133060200000000000,00133060000000000000
绍兴县,00133062100000000000,00133060000000000000
新昌县,00133062400000000000,00133060000000000000
诸暨市,00133068100000000000,00133000000000000000
上虞市,00133068200000000000,00133000000000000000
嵊州市,00133068300000000000,00133000000000000000
金华市,00133070000000000000,00133000000000000000
市辖区,00133070100000000000,00133070000000000000
婺城区,00133070200000000000,00133070000000000000
金东区,00133070300000000000,00133070000000000000
武义县,00133072300000000000,00133070000000000000
浦江县,00133072600000000000,00133070000000000000
磐安县,00133072700000000000,00133070000000000000
兰溪市,00133078100000000000,00133000000000000000
义乌市,00133078200000000000,00133000000000000000
东阳市,00133078300000000000,00133000000000000000
永康市,00133078400000000000,00133000000000000000
衢州市,00133080000000000000,00133000000000000000
市辖区,00133080100000000000,00133080000000000000
柯城区,00133080200000000000,00133080000000000000
衢江区,00133080300000000000,00133080000000000000
常山县,00133082200000000000,00133080000000000000
开化县,00133082400000000000,00133080000000000000
龙游县,00133082500000000000,00133080000000000000
江山市,00133088100000000000,00133000000000000000
舟山市,00133090000000000000,00133000000000000000
市辖区,00133090100000000000,00133090000000000000
定海区,00133090200000000000,00133090000000000000
普陀区,00133090300000000000,00133090000000000000
岱山县,00133092100000000000,00133090000000000000
嵊泗县,00133092200000000000,00133090000000000000
台州市,00133100000000000000,00133000000000000000
市辖区,00133100100000000000,00133100000000000000
椒江区,00133100200000000000,00133100000000000000
黄岩区,00133100300000000000,00133100000000000000
路桥区,00133100400000000000,00133100000000000000
玉环县,00133102100000000000,00133100000000000000
三门县,00133102200000000000,00133100000000000000
天台县,00133102300000000000,00133100000000000000
仙居县,00133102400000000000,00133100000000000000
温岭市,00133108100000000000,00133000000000000000
临海市,00133108200000000000,00133000000000000000
丽水市,00133110000000000000,00133000000000000000
市辖区,00133110100000000000,00133110000000000000
莲都区,00133110200000000000,00133110000000000000
青田县,00133112100000000000,00133110000000000000
缙云县,00133112200000000000,00133110000000000000
遂昌县,00133112300000000000,00133110000000000000
松阳县,00133112400000000000,00133110000000000000
云和县,00133112500000000000,00133110000000000000
庆元县,00133112600000000000,00133110000000000000
景宁畲族自治县,00133112700000000000,00133110000000000000
龙泉市,00133118100000000000,00133000000000000000
安徽省,00134000000000000000,00111111100000000000
合肥市,00134010000000000000,00134000000000000000
市辖区,00134010100000000000,00134010000000000000
瑶海区,00134010200000000000,00134010000000000000
庐阳区,00134010300000000000,00134010000000000000
蜀山区,00134010400000000000,00134010000000000000
包河区,00134011100000000000,00134010000000000000
长丰县,00134012100000000000,00134010000000000000
肥东县,00134012200000000000,00134010000000000000
肥西县,00134012300000000000,00134010000000000000
庐江县,00134012400000000000,00134010000000000000
巢湖市,00134018100000000000,00134000000000000000
芜湖市,00134020000000000000,00134000000000000000
市辖区,00134020100000000000,00134020000000000000
镜湖区,00134020200000000000,00134020000000000000
弋江区,00134020300000000000,00134020000000000000
鸠江区,00134020700000000000,00134020000000000000
三山区,00134020800000000000,00134020000000000000
芜湖县,00134022100000000000,00134020000000000000
繁昌县,00134022200000000000,00134020000000000000
南陵县,00134022300000000000,00134020000000000000
无为县,00134022500000000000,00134020000000000000
蚌埠市,00134030000000000000,00134000000000000000
市辖区,00134030100000000000,00134030000000000000
龙子湖区,00134030200000000000,00134030000000000000
蚌山区,00134030300000000000,00134030000000000000
禹会区,00134030400000000000,00134030000000000000
淮上区,00134031100000000000,00134030000000000000
怀远县,00134032100000000000,00134030000000000000
五河县,00134032200000000000,00134030000000000000
固镇县,00134032300000000000,00134030000000000000
淮南市,00134040000000000000,00134000000000000000
市辖区,00134040100000000000,00134040000000000000
大通区,00134040200000000000,00134040000000000000
田家庵区,00134040300000000000,00134040000000000000
谢家集区,00134040400000000000,00134040000000000000
八公山区,00134040500000000000,00134040000000000000
潘集区,00134040600000000000,00134040000000000000
凤台县,00134042100000000000,00134040000000000000
马鞍山市,00134050000000000000,00134000000000000000
市辖区,00134050100000000000,00134050000000000000
花山区,00134050300000000000,00134050000000000000
雨山区,00134050400000000000,00134050000000000000
博望区,00134050600000000000,00134050000000000000
当涂县,00134052100000000000,00134050000000000000
含山县,00134052200000000000,00134050000000000000
和县,00134052300000000000,00134050000000000000
淮北市,00134060000000000000,00134000000000000000
市辖区,00134060100000000000,00134060000000000000
杜集区,00134060200000000000,00134060000000000000
相山区,00134060300000000000,00134060000000000000
烈山区,00134060400000000000,00134060000000000000
濉溪县,00134062100000000000,00134060000000000000
铜陵市,00134070000000000000,00134000000000000000
市辖区,00134070100000000000,00134070000000000000
铜官山区,00134070200000000000,00134070000000000000
狮子山区,00134070300000000000,00134070000000000000
郊区,00134071100000000000,00134070000000000000
铜陵县,00134072100000000000,00134070000000000000
安庆市,00134080000000000000,00134000000000000000
市辖区,00134080100000000000,00134080000000000000
迎江区,00134080200000000000,00134080000000000000
大观区,00134080300000000000,00134080000000000000
宜秀区,00134081100000000000,00134080000000000000
怀宁县,00134082200000000000,00134080000000000000
枞阳县,00134082300000000000,00134080000000000000
潜山县,00134082400000000000,00134080000000000000
太湖县,00134082500000000000,00134080000000000000
宿松县,00134082600000000000,00134080000000000000
望江县,00134082700000000000,00134080000000000000
岳西县,00134082800000000000,00134080000000000000
桐城市,00134088100000000000,00134000000000000000
黄山市,00134100000000000000,00134000000000000000
市辖区,00134100100000000000,00134100000000000000
屯溪区,00134100200000000000,00134100000000000000
黄山区,00134100300000000000,00134100000000000000
徽州区,00134100400000000000,00134100000000000000
歙县,00134102100000000000,00134100000000000000
休宁县,00134102200000000000,00134100000000000000
黟县,00134102300000000000,00134100000000000000
祁门县,00134102400000000000,00134100000000000000
滁州市,00134110000000000000,00134000000000000000
市辖区,00134110100000000000,00134110000000000000
琅琊区,00134110200000000000,00134110000000000000
南谯区,00134110300000000000,00134110000000000000
来安县,00134112200000000000,00134110000000000000
全椒县,00134112400000000000,00134110000000000000
定远县,00134112500000000000,00134110000000000000
凤阳县,00134112600000000000,00134110000000000000
天长市,00134118100000000000,00134000000000000000
明光市,00134118200000000000,00134000000000000000
阜阳市,00134120000000000000,00134000000000000000
市辖区,00134120100000000000,00134120000000000000
颍州区,00134120200000000000,00134120000000000000
颍东区,00134120300000000000,00134120000000000000
颍泉区,00134120400000000000,00134120000000000000
临泉县,00134122100000000000,00134120000000000000
太和县,00134122200000000000,00134120000000000000
阜南县,00134122500000000000,00134120000000000000
颍上县,00134122600000000000,00134120000000000000
界首市,00134128200000000000,00134000000000000000
宿州市,00134130000000000000,00134000000000000000
市辖区,00134130100000000000,00134130000000000000
埇桥区,00134130200000000000,00134130000000000000
砀山县,00134132100000000000,00134130000000000000
萧县,00134132200000000000,00134130000000000000
灵璧县,00134132300000000000,00134130000000000000
泗县,00134132400000000000,00134130000000000000
六安市,00134150000000000000,00134000000000000000
市辖区,00134150100000000000,00134150000000000000
金安区,00134150200000000000,00134150000000000000
裕安区,00134150300000000000,00134150000000000000
寿县,00134152100000000000,00134150000000000000
霍邱县,00134152200000000000,00134150000000000000
舒城县,00134152300000000000,00134150000000000000
金寨县,00134152400000000000,00134150000000000000
霍山县,00134152500000000000,00134150000000000000
亳州市,00134160000000000000,00134000000000000000
市辖区,00134160100000000000,00134160000000000000
谯城区,00134160200000000000,00134160000000000000
涡阳县,00134162100000000000,00134160000000000000
蒙城县,00134162200000000000,00134160000000000000
利辛县,00134162300000000000,00134160000000000000
池州市,00134170000000000000,00134000000000000000
市辖区,00134170100000000000,00134170000000000000
贵池区,00134170200000000000,00134170000000000000
东至县,00134172100000000000,00134170000000000000
石台县,00134172200000000000,00134170000000000000
青阳县,00134172300000000000,00134170000000000000
宣城市,00134180000000000000,00134000000000000000
市辖区,00134180100000000000,00134180000000000000
宣州区,00134180200000000000,00134180000000000000
郎溪县,00134182100000000000,00134180000000000000
广德县,00134182200000000000,00134180000000000000
泾县,00134182300000000000,00134180000000000000
绩溪县,00134182400000000000,00134180000000000000
旌德县,00134182500000000000,00134180000000000000
宁国市,00134188100000000000,00134000000000000000
江西省,00136000000000000000,00111111100000000000
南昌市,00136010000000000000,00136000000000000000
市辖区,00136010100000000000,00136010000000000000
东湖区,00136010200000000000,00136010000000000000
西湖区,00136010300000000000,00136010000000000000
青云谱区,00136010400000000000,00136010000000000000
湾里区,00136010500000000000,00136010000000000000
青山湖区,00136011100000000000,00136010000000000000
南昌县,00136012100000000000,00136010000000000000
新建县,00136012200000000000,00136010000000000000
安义县,00136012300000000000,00136010000000000000
进贤县,00136012400000000000,00136010000000000000
景德镇市,00136020000000000000,00136000000000000000
市辖区,00136020100000000000,00136020000000000000
昌江区,00136020200000000000,00136020000000000000
珠山区,00136020300000000000,00136020000000000000
浮梁县,00136022200000000000,00136020000000000000
乐平市,00136028100000000000,00136000000000000000
萍乡市,00136030000000000000,00136000000000000000
市辖区,00136030100000000000,00136030000000000000
安源区,00136030200000000000,00136030000000000000
湘东区,00136031300000000000,00136030000000000000
莲花县,00136032100000000000,00136030000000000000
上栗县,00136032200000000000,00136030000000000000
芦溪县,00136032300000000000,00136030000000000000
九江市,00136040000000000000,00136000000000000000
市辖区,00136040100000000000,00136040000000000000
庐山区,00136040200000000000,00136040000000000000
浔阳区,00136040300000000000,00136040000000000000
九江县,00136042100000000000,00136040000000000000
武宁县,00136042300000000000,00136040000000000000
修水县,00136042400000000000,00136040000000000000
永修县,00136042500000000000,00136040000000000000
德安县,00136042600000000000,00136040000000000000
星子县,00136042700000000000,00136040000000000000
都昌县,00136042800000000000,00136040000000000000
湖口县,00136042900000000000,00136040000000000000
彭泽县,00136043000000000000,00136040000000000000
瑞昌市,00136048100000000000,00136000000000000000
共青城市,00136048200000000000,00136000000000000000
新余市,00136050000000000000,00136000000000000000
市辖区,00136050100000000000,00136050000000000000
渝水区,00136050200000000000,00136050000000000000
分宜县,00136052100000000000,00136050000000000000
鹰潭市,00136060000000000000,00136000000000000000
市辖区,00136060100000000000,00136060000000000000
月湖区,00136060200000000000,00136060000000000000
余江县,00136062200000000000,00136060000000000000
贵溪市,00136068100000000000,00136000000000000000
赣州市,00136070000000000000,00136000000000000000
市辖区,00136070100000000000,00136070000000000000
章贡区,00136070200000000000,00136070000000000000
赣县,00136072100000000000,00136070000000000000
信丰县,00136072200000000000,00136070000000000000
大余县,00136072300000000000,00136070000000000000
上犹县,00136072400000000000,00136070000000000000
崇义县,00136072500000000000,00136070000000000000
安远县,00136072600000000000,00136070000000000000
龙南县,00136072700000000000,00136070000000000000
定南县,00136072800000000000,00136070000000000000
全南县,00136072900000000000,00136070000000000000
宁都县,00136073000000000000,00136070000000000000
于都县,00136073100000000000,00136070000000000000
兴国县,00136073200000000000,00136070000000000000
会昌县,00136073300000000000,00136070000000000000
寻乌县,00136073400000000000,00136070000000000000
石城县,00136073500000000000,00136070000000000000
瑞金市,00136078100000000000,00136000000000000000
南康市,00136078200000000000,00136000000000000000
吉安市,00136080000000000000,00136000000000000000
市辖区,00136080100000000000,00136080000000000000
吉州区,00136080200000000000,00136080000000000000
青原区,00136080300000000000,00136080000000000000
吉安县,00136082100000000000,00136080000000000000
吉水县,00136082200000000000,00136080000000000000
峡江县,00136082300000000000,00136080000000000000
新干县,00136082400000000000,00136080000000000000
永丰县,00136082500000000000,00136080000000000000
泰和县,00136082600000000000,00136080000000000000
遂川县,00136082700000000000,00136080000000000000
万安县,00136082800000000000,00136080000000000000
安福县,00136082900000000000,00136080000000000000
永新县,00136083000000000000,00136080000000000000
井冈山市,00136088100000000000,00136000000000000000
宜春市,00136090000000000000,00136000000000000000
市辖区,00136090100000000000,00136090000000000000
袁州区,00136090200000000000,00136090000000000000
奉新县,00136092100000000000,00136090000000000000
万载县,00136092200000000000,00136090000000000000
上高县,00136092300000000000,00136090000000000000
宜丰县,00136092400000000000,00136090000000000000
靖安县,00136092500000000000,00136090000000000000
铜鼓县,00136092600000000000,00136090000000000000
丰城市,00136098100000000000,00136000000000000000
樟树市,00136098200000000000,00136000000000000000
高安市,00136098300000000000,00136000000000000000
抚州市,00136100000000000000,00136000000000000000
市辖区,00136100100000000000,00136100000000000000
临川区,00136100200000000000,00136100000000000000
南城县,00136102100000000000,00136100000000000000
黎川县,00136102200000000000,00136100000000000000
南丰县,00136102300000000000,00136100000000000000
崇仁县,00136102400000000000,00136100000000000000
乐安县,00136102500000000000,00136100000000000000
宜黄县,00136102600000000000,00136100000000000000
金溪县,00136102700000000000,00136100000000000000
资溪县,00136102800000000000,00136100000000000000
东乡县,00136102900000000000,00136100000000000000
广昌县,00136103000000000000,00136100000000000000
上饶市,00136110000000000000,00136000000000000000
市辖区,00136110100000000000,00136110000000000000
信州区,00136110200000000000,00136110000000000000
上饶县,00136112100000000000,00136110000000000000
广丰县,00136112200000000000,00136110000000000000
玉山县,00136112300000000000,00136110000000000000
铅山县,00136112400000000000,00136110000000000000
横峰县,00136112500000000000,00136110000000000000
弋阳县,00136112600000000000,00136110000000000000
余干县,00136112700000000000,00136110000000000000
鄱阳县,00136112800000000000,00136110000000000000
万年县,00136112900000000000,00136110000000000000
婺源县,00136113000000000000,00136110000000000000
德兴市,00136118100000000000,00136000000000000000
山东省,00137000000000000000,00111111100000000000
济南市,00137010000000000000,00137000000000000000
市辖区,00137010100000000000,00137010000000000000
历下区,00137010200000000000,00137010000000000000
市中区,00137010300000000000,00137000000000000000
槐荫区,00137010400000000000,00137010300000000000
天桥区,00137010500000000000,00137010300000000000
历城区,00137011200000000000,00137010300000000000
长清区,00137011300000000000,00137010300000000000
平阴县,00137012400000000000,00137010300000000000
济阳县,00137012500000000000,00137010300000000000
商河县,00137012600000000000,00137010300000000000
章丘市,00137018100000000000,00137000000000000000
青岛市,00137020000000000000,00137000000000000000
市辖区,00137020100000000000,00137020000000000000
市南区,00137020200000000000,00137000000000000000
市北区,00137020300000000000,00137000000000000000
四方区,00137020500000000000,00137020300000000000
黄岛区,00137021100000000000,00137020300000000000
崂山区,00137021200000000000,00137020300000000000
李沧区,00137021300000000000,00137020300000000000
城阳区,00137021400000000000,00137020300000000000
胶州市,00137028100000000000,00137000000000000000
即墨市,00137028200000000000,00137000000000000000
平度市,00137028300000000000,00137000000000000000
胶南市,00137028400000000000,00137000000000000000
莱西市,00137028500000000000,00137000000000000000
淄博市,00137030000000000000,00137000000000000000
市辖区,00137030100000000000,00137030000000000000
淄川区,00137030200000000000,00137030000000000000
张店区,00137030300000000000,00137030000000000000
博山区,00137030400000000000,00137030000000000000
临淄区,00137030500000000000,00137030000000000000
周村区,00137030600000000000,00137030000000000000
桓台县,00137032100000000000,00137030000000000000
高青县,00137032200000000000,00137030000000000000
沂源县,00137032300000000000,00137030000000000000
枣庄市,00137040000000000000,00137000000000000000
市辖区,00137040100000000000,00137040000000000000
市中区,00137040200000000000,00137000000000000000
薛城区,00137040300000000000,00137040200000000000
峄城区,00137040400000000000,00137040200000000000
台儿庄区,00137040500000000000,00137040200000000000
山亭区,00137040600000000000,00137040200000000000
滕州市,00137048100000000000,00137000000000000000
东营市,00137050000000000000,00137000000000000000
